kode_provinsi,nama_provinsi,kode_kabkota,nama_kabkota,ruta_berinternet,latitude,longitude
63,Prov. Kalimantan Selatan,6371,Kota Banjarmasin,57654,-3.32828,114.573
63,Prov. Kalimantan Selatan,6372,Kota Banjar Baru,18082,-3.46166,114.786
64,Prov. Kalimantan Timur,6401,Kab. Pasir,7500,-1.62224,116.229
64,Prov. Kalimantan Timur,6402,Kab. Kutai Barat,4178,0.189887,115.19
64,Prov. Kalimantan Timur,6403,Kab. Kutai Kartanegara,23650,0.245719,117.041
64,Prov. Kalimantan Timur,6404,Kab. Kutai Timur,11237,1.02225,117.53
64,Prov. Kalimantan Timur,6405,Kab. Berau,7148,1.80806,117.584
64,Prov. Kalimantan Timur,6406,Kab. Malinau,1793,2.59453,115.698
64,Prov. Kalimantan Timur,6407,Kab. Bulungan,3938,2.92062,117.022
64,Prov. Kalimantan Timur,6408,Kab. Nunukan,3700,3.87444,116.679
64,Prov. Kalimantan Timur,6409,Kab. Penajam Paser Utara,6191,-1.21871,116.612
64,Prov. Kalimantan Timur,6410,Kab. Tana Tidung,379,3.4432,117.168
64,Prov. Kalimantan Timur,6471,Kota Balikpapan,44225,-1.15958,116.887
64,Prov. Kalimantan Timur,6472,Kota Samarinda,54551,-0.430184,117.174
64,Prov. Kalimantan Timur,6473,Kota Tarakan,12126,3.33426,117.593
64,Prov. Kalimantan Timur,6474,Kota Bontang,12530,0.209815,117.348
71,Prov. Sulawesi Utara,7101,Kab. Bolaang Mongondow,4371,0.709545,124.067
71,Prov. Sulawesi Utara,7102,Kab. Minahasa,23661,1.299,124.87
71,Prov. Sulawesi Utara,7103,Kab. Kepulauan Sangihe,2726,3.54841,125.539
71,Prov. Sulawesi Utara,7104,Kab. Kepulauan Talaud,729,4.26898,126.79
71,Prov. Sulawesi Utara,7105,Kab. Minahasa Selatan,9311,1.0733,124.528
71,Prov. Sulawesi Utara,7106,Kab. Minahasa Utara,10022,1.507,124.998
71,Prov. Sulawesi Utara,7107,Kab. Bolaang Mongondow Utara,1360,0.686082,123.431
71,Prov. Sulawesi Utara,7108,Kab. Siau Tagulandang Biaro,1426,2.72134,125.383
71,Prov. Sulawesi Utara,7109,Kab. Minahasa Tenggara,3567,0.999949,124.733
71,Prov. Sulawesi Utara,7110,Kab. Bolaang Mongondow Selatan,992,0.410792,123.879
71,Prov. Sulawesi Utara,7111,Kab. Bolaang Mongondow Timur,1190,0.673946,124.467
71,Prov. Sulawesi Utara,7171,Kota Manado,42010,1.50213,124.852
71,Prov. Sulawesi Utara,7172,Kota Bitung,10084,1.47772,125.134
71,Prov. Sulawesi Utara,7173,Kota Tomohon,9802,1.31403,124.815
71,Prov. Sulawesi Utara,7174,Kota Kotamobagu,7953,0.717768,124.246
72,Prov. Sulawesi Tengah,7201,Kab. Banggai Kepulauan,1484,-1.39914,123.169
72,Prov. Sulawesi Tengah,7202,Kab. Banggai,6796,-1.09963,122.619
72,Prov. Sulawesi Tengah,7203,Kab. Morowali,2874,-2.27987,121.645
72,Prov. Sulawesi Tengah,7204,Kab. Poso,4734,-1.6695,120.48
72,Prov. Sulawesi Tengah,7205,Kab. Donggala,3515,0.001503,119.89
72,Prov. Sulawesi Tengah,7206,Kab. Tolitoli,5278,0.968331,120.874
72,Prov. Sulawesi Tengah,7207,Kab. Buol,3615,0.999847,121.558
72,Prov. Sulawesi Tengah,7208,Kab. Parigi Moutong,6048,-0.238456,119.968
72,Prov. Sulawesi Tengah,7209,Kab. Tojo Unauna,2406,-1.2185,121.345
72,Prov. Sulawesi Tengah,7210,Kab. Sigi,4298,-1.45968,119.811
72,Prov. Sulawesi Tengah,7271,Kota Palu,29872,-0.820163,119.9
73,Prov. Sulawesi Selatan,7301,Kab. Kepulauan Selayar,2435,-6.14249,120.479
73,Prov. Sulawesi Selatan,7302,Kab. Bulukumba,9104,-5.46549,120.19
73,Prov. Sulawesi Selatan,7303,Kab. Bantaeng,4067,-5.48126,119.983
73,Prov. Sulawesi Selatan,7304,Kab. Jeneponto,5023,-5.57381,119.699
73,Prov. Sulawesi Selatan,7305,Kab. Takalar,9069,-5.41331,119.494
73,Prov. Sulawesi Selatan,7306,Kab. Gowa,25547,-5.354,119.687
73,Prov. Sulawesi Selatan,7307,Kab. Sinjai,5552,-5.20395,120.131
73,Prov. Sulawesi Selatan,7308,Kab. Maros,12597,-4.97008,119.717
73,Prov. Sulawesi Selatan,7309,Kab. Pangkajene Dan Kepulauan,8046,-4.75434,119.641
73,Prov. Sulawesi Selatan,7310,Kab. Barru,5832,-4.43319,119.698
73,Prov. Sulawesi Selatan,7311,Kab. Bone,15672,-4.68324,120.097
73,Prov. Sulawesi Selatan,7312,Kab. Soppeng,7393,-4.31902,119.9
73,Prov. Sulawesi Selatan,7313,Kab. Wajo,8301,-3.97811,120.16
73,Prov. Sulawesi Selatan,7314,Kab. Sidenreng Rappang,7308,-3.80789,119.994
73,Prov. Sulawesi Selatan,7315,Kab. Pinrang,11999,-3.6456,119.611
73,Prov. Sulawesi Selatan,7316,Kab. Enrekang,4891,-3.53501,119.891
73,Prov. Sulawesi Selatan,7317,Kab. Luwu,4760,-3.34763,120.21
73,Prov. Sulawesi Selatan,7318,Kab. Tana Toraja,4144,-2.99152,119.734
73,Prov. Sulawesi Selatan,7322,Kab. Luwu Utara,3729,-2.41617,120.131
73,Prov. Sulawesi Selatan,7325,Kab. Luwu Timur,7606,-2.48105,120.695
73,Prov. Sulawesi Selatan,7326,Kab. Toraja Utara,3337,-3.0116,119.952
73,Prov. Sulawesi Selatan,7371,Kota Makassar,126668,-5.15306,119.453
73,Prov. Sulawesi Selatan,7372,Kota Parepare,9842,-4.01652,119.665
73,Prov. Sulawesi Selatan,7373,Kota Palopo,9185,-2.99277,120.14
74,Prov. Sulawesi Tenggara,7401,Kab. Buton,1655,-5.38816,122.899
74,Prov. Sulawesi Tenggara,7402,Kab. Muna,3668,-4.91909,122.538
74,Prov. Sulawesi Tenggara,7403,Kab. Konawe,4852,-3.85577,122.067
74,Prov. Sulawesi Tenggara,7404,Kab. Kolaka,6568,-3.67976,121.431
74,Prov. Sulawesi Tenggara,7405,Kab. Konawe Selatan,3381,-4.2602,122.397
74,Prov. Sulawesi Tenggara,7406,Kab. Bombana,1815,-4.62735,121.813
74,Prov. Sulawesi Tenggara,7407,Kab. Wakatobi,1388,-5.32294,123.582
74,Prov. Sulawesi Tenggara,7408,Kab. Kolaka Utara,2023,-3.25263,121.129
74,Prov. Sulawesi Tenggara,7409,Kab. Buton Utara,604,-4.74096,122.975
74,Prov. Sulawesi Tenggara,7410,Kab. Konawe Utara,292,-3.28607,121.915
74,Prov. Sulawesi Tenggara,7471,Kota Kendari,24731,-4.0035,122.553
74,Prov. Sulawesi Tenggara,7472,Kota Baubau,7435,-5.4266,122.682
75,Prov. Gorontalo,7501,Kab. Boalemo,2187,0.692982,122.33
75,Prov. Gorontalo,7502,Kab. Gorontalo,10522,0.740238,122.558
75,Prov. Gorontalo,7503,Kab. Pohuwato,2523,0.70044,121.652
75,Prov. Gorontalo,7504,Kab. Bone Bolango,6003,0.559517,123.303
75,Prov. Gorontalo,7505,Kab. Gorontalo Utara,1440,0.892006,122.625
75,Prov. Gorontalo,7571,Kota Gorontalo,18378,0.531953,123.088
76,Prov. Sulawesi Barat,7601,Kab. Majene,2498,-3.21487,118.87
76,Prov. Sulawesi Barat,7602,Kab. Polewali Mandar,7724,-3.30966,119.195
76,Prov. Sulawesi Barat,7603,Kab. Mamasa,1038,-3.10129,119.265
76,Prov. Sulawesi Barat,7604,Kab. Mamuju,6553,-2.35397,119.332
76,Prov. Sulawesi Barat,7605,Kab. Mamuju Utara,1765,-1.34188,119.377
81,Prov. Maluku,8101,Kab. Maluku Tenggara Barat,1008,-7.56859,131.413
81,Prov. Maluku,8102,Kab. Maluku Tenggara,1253,-5.63475,133.02
81,Prov. Maluku,8103,Kab. Maluku Tengah,6989,-3.32153,129.356
81,Prov. Maluku,8104,Kab. Buru,1505,-3.34065,126.639
81,Prov. Maluku,8105,Kab. Kepulauan Aru,567,-6.55316,134.291
81,Prov. Maluku,8106,Kab. Seram Bagian Barat,1626,-3.16,128.29
81,Prov. Maluku,8107,Kab. Seram Bagian Timur,1173,-3.42318,130.347
81,Prov. Maluku,8108,Kab. Maluku Barat Daya,200,-7.7893,126.313
81,Prov. Maluku,8109,Kab. Buru Selatan,359,-3.52835,126.615
81,Prov. Maluku,8171,Kota Ambon,26312,-3.67265,128.234
81,Prov. Maluku,8172,Kota Tual,1424,-5.6088,132.783
82,Prov. Maluku Utara,8201,Kab. Halmahera Barat,778,1.51616,127.624
82,Prov. Maluku Utara,8202,Kab. Halmahera Tengah,632,0.406088,128.463
82,Prov. Maluku Utara,8203,Kab. Kepulauan Sula,1547,-1.83272,124.834
82,Prov. Maluku Utara,8204,Kab. Halmahera Selatan,1780,-1.54092,127.787
82,Prov. Maluku Utara,8205,Kab. Halmahera Utara,1971,1.5173,127.793
82,Prov. Maluku Utara,8206,Kab. Halmahera Timur,1318,1.02798,128.238
82,Prov. Maluku Utara,8207,Kab. Pulau Morotai,331,2.31688,128.449
82,Prov. Maluku Utara,8271,Kota Ternate,10758,0.809597,127.339
82,Prov. Maluku Utara,8272,Kota Tidore Kepulauan,1243,0.406088,127.662
91,Prov. Papua Barat,9101,Kab. Fakfak,1619,-3.31843,132.872
91,Prov. Papua Barat,9102,Kab. Kaimana,813,-3.5477,134.443
91,Prov. Papua Barat,9103,Kab. Teluk Wondama,435,-2.58788,134.557
91,Prov. Papua Barat,9104,Kab. Teluk Bintuni,886,-2.0977,133.322
91,Prov. Papua Barat,9105,Kab. Manokwari,6427,-1.80035,133.968
91,Prov. Papua Barat,9106,Kab. Sorong Selatan,405,-1.66473,132.197
91,Prov. Papua Barat,9107,Kab. Sorong,1872,-0.946039,131.859
91,Prov. Papua Barat,9108,Kab. Raja Ampat,461,-0.229671,131.037
91,Prov. Papua Barat,9109,Kab. Tambrauw,0,-0.719501,132.355
91,Prov. Papua Barat,9110,Kab. Maybrat,225,-1.43974,132.338
91,Prov. Papua Barat,9171,Kota Sorong,6560,-0.927203,131.366
94,Prov. Papua,9401,Kab. Merauke,3557,-7.9868,139.839
94,Prov. Papua,9402,Kab. Jayawijaya,1496,-3.95492,139.031
94,Prov. Papua,9403,Kab. Jayapura,2933,-3.0866,140.033
94,Prov. Papua,9404,Kab. Nabire,4366,-3.46936,135.302
94,Prov. Papua,9408,Kab. Yapen Waropen,1073,-1.75587,136.161
94,Prov. Papua,9409,Kab. Biak Numfor,2329,-0.912187,135.872
94,Prov. Papua,9410,Kab. Paniai,1174,-3.78484,136.459
94,Prov. Papua,9411,Kab. Puncak Jaya,223,-3.39141,138.025
94,Prov. Papua,9412,Kab. Mimika,7710,-4.45002,136.341
94,Prov. Papua,9413,Kab. Boven Digoel,597,-6.18709,140.378
94,Prov. Papua,9414,Kab. Mappi,734,-6.31382,139.264
94,Prov. Papua,9415,Kab. Asmat,604,-5.44092,138.728
94,Prov. Papua,9416,Kab. Yahukimo,131,-4.44653,139.463
94,Prov. Papua,9417,Kab. Pegunungan Bintang,211,-4.54753,140.526
94,Prov. Papua,9418,Kab. Tolikara,918,-3.53772,138.863
94,Prov. Papua,9419,Kab. Sarmi,404,-2.58306,139.134
94,Prov. Papua,9420,Kab. Keerom,1096,-3.24333,140.545
94,Prov. Papua,9426,Kab. Waropen,428,-2.68118,136.578
94,Prov. Papua,9427,Kab. Supiori,34,-0.75568,135.558
94,Prov. Papua,9428,Kab. Mamberamo Raya,68,-2.39784,137.878
94,Prov. Papua,9429,Kab. Nduga,44,-4.34969,138.305
94,Prov. Papua,9430,Kab. Lanny Jaya,243,-3.85485,138.37
94,Prov. Papua,9431,Kab. Mamberamo Tengah,116,-3.61216,139.172
94,Prov. Papua,9432,Kab. Yalimo,227,-3.79591,139.555
94,Prov. Papua,9433,Kab. Puncak,231,-3.5955,137.472
94,Prov. Papua,9434,Kab. Dogiyai,368,-3.72869,135.997
94,Prov. Papua,9435,Kab. Intan Jaya,141,-4.07561,136.341
94,Prov. Papua,9436,Kab. Deiyai,513,-3.59701,136.599
94,Prov. Papua,9471,Kota Jayapura,15305,-2.6529,140.772
